,action,cos,sin,omega,reward
0,,0.9580116868019104,0.286729097366333,-0.3205644190311432,
1,-1.3408749103546143,0.9622951745986938,0.2720073163509369,-0.306648850440979,-0.0966450423002243
2,-1.750698447227478,0.9671019315719604,0.25438910722732544,-0.3652481138706207,-0.0883566364645958
3,-1.8965480327606201,0.9726842641830444,0.23213207721710205,-0.45893847942352295,-0.08309757709503174
4,-1.5006345510482788,0.97828608751297,0.20725904405117035,-0.5099346041679382,-0.07819634675979614
5,-1.345692753791809,0.9836722612380981,0.1799691766500473,-0.5563442707061768,-0.07140010595321655
6,-0.8971525430679321,0.9882941842079163,0.1525600254535675,-0.5559402704238892,-0.06450153142213821
7,-0.5664808750152588,0.9919674396514893,0.12649370729923248,-0.5264923572540283,-0.054685261100530624
8,-0.39550721645355225,0.9947733283042908,0.10210781544446945,-0.4909481704235077,-0.04396257922053337
9,-0.24627260863780975,0.9968239665031433,0.07963625341653824,-0.4513081908226013,-0.03462610021233559
10,-0.15015988051891327,0.9982590675354004,0.058981169015169144,-0.41410496830940247,-0.026745840907096863
11,-0.46574121713638306,0.9993144869804382,0.03702044486999512,-0.43973028659820557,-0.020848028361797333
12,0.1373361051082611,0.9998475909233093,0.017459793016314507,-0.39136454463005066,-0.020726272836327553
13,-0.46169501543045044,0.9999879002571106,-0.00491549726575613,-0.44752395153045654,-0.015834657475352287
14,0.7414623498916626,0.9997598528862,-0.021913323551416397,-0.3399912118911743,-0.020601697266101837
15,0.3142896890640259,0.9993014931678772,-0.03737051039934158,-0.30928274989128113,-0.01213845144957304
16,1.1973578929901123,0.9989757537841797,-0.04524910822510719,-0.15770696103572845,-0.012396453879773617
17,1.0552154779434204,0.9988988637924194,-0.046915408223867416,-0.033361464738845825,-0.005649508908390999
18,0.4941014349460602,0.9989118576049805,-0.04663735255599022,0.005567195359617472,-0.002558107255026698
19,0.052621886134147644,0.9988611340522766,-0.04771203175187111,-0.021517537534236908,-0.0021824899595230818
20,0.8388941884040833,0.9990187883377075,-0.044289033859968185,0.0685325637459755,-0.0030282114166766405
21,0.36584943532943726,0.9992083311080933,-0.03978336229920387,0.09019320458173752,-0.0025663194246590137
22,0.05344647914171219,0.9993385076522827,-0.03636721149086952,0.06837265938520432,-0.002399889752268791
23,-0.07444711774587631,0.9993917942047119,-0.034871652722358704,0.029930179938673973,-0.0017961818957701325
24,0.2831670641899109,0.9994697570800781,-0.03256039321422577,0.04625150188803673,-0.0013862905325368047
25,-0.05789336562156677,0.9994909763336182,-0.03190337494015694,0.0131472023203969,-0.0012778257951140404
26,-0.3477281630039215,0.9993855953216553,-0.03504858538508415,-0.06293955445289612,-0.001156370504759252
27,0.22738438844680786,0.9992852210998535,-0.03780267387628555,-0.05511833354830742,-0.0016767490888014436
28,0.2874995172023773,0.9992069602012634,-0.039818424731492996,-0.040345411747694016,-0.0018161823973059654
29,0.23398637771606445,0.9991354942321777,-0.041572533547878265,-0.03511127084493637,-0.0018038703128695488
30,0.3851568400859833,0.9991176724433899,-0.04199801757931709,-0.008517144247889519,-0.002000897889956832
31,0.3255539834499359,0.9991360902786255,-0.04155753180384636,0.008817439898848534,-0.0018781110411509871
32,-0.38667920231819153,0.9989610910415649,-0.04557134211063385,-0.08035258948802948,-0.0018853190122172236
33,0.1554681807756424,0.9987428784370422,-0.050126656889915466,-0.09121087193489075,-0.00274801068007946
34,0.7304455637931824,0.9986941814422607,-0.05108737573027611,-0.019239027053117752,-0.0038802821654826403
35,-0.14249709248542786,0.9984847903251648,-0.055028270930051804,-0.0789291262626648,-0.00266951322555542
36,0.6339145302772522,0.998414933681488,-0.056281983852386475,-0.025113148614764214,-0.004056000616401434
37,0.41336342692375183,0.9983999133110046,-0.05654756724834442,-0.005320122465491295,-0.0034049483947455883
38,0.20452827215194702,0.9983513355255127,-0.057398758828639984,-0.017051557078957558,-0.003245703410357237
39,0.11343817412853241,0.9982253909111023,-0.05954931676387787,-0.043084900826215744,-0.0033401858527213335
40,0.31118571758270264,0.998100996017456,-0.0615989975631237,-0.04106903076171875,-0.0038327882066369057
41,0.9424863457679749,0.998263955116272,-0.0588986799120903,0.054104674607515335,-0.004856192506849766
