,action,cos,sin,omega,reward
0,,-0.08759495615959167,-0.9961561560630798,0.4336605966091156,
1,2.0,-0.08826517313718796,-0.9960970282554626,-0.013456528075039387,-2.7734405994415283
2,2.0,-0.11117634177207947,-0.993800699710846,-0.46052929759025574,-2.756884813308716
3,2.0,-0.156060129404068,-0.9877475500106812,-0.9058797955513,-2.855015516281128
4,2.0,-0.22216574847698212,-0.9750089049339294,-1.3466905355453491,-3.070307493209839
5,2.0,-0.30785006284713745,-0.9514349102973938,-1.777947187423706,-3.4067776203155518
6,2.0,-0.41004982590675354,-0.9120631217956543,-2.191523313522339,-3.868544101715088
7,2.0,-0.5237841606140137,-0.8518509864807129,-2.575570583343506,-4.457542419433594
8,2.0,-0.6419280767440796,-0.7667648792266846,-2.914458990097046,-5.170595169067383
9,2.0,-0.7555457353591919,-0.6550958752632141,-3.189532518386841,-5.9963531494140625
10,2.0,-0.8549889326095581,-0.518646240234375,-3.380854368209839,-6.913015365600586
11,-2.0,-0.9421613216400146,-0.3351598083972931,-4.069839000701904,-7.887925624847412
12,-2.0,-0.9938774108886719,-0.11048834770917892,-4.621209144592285,-9.49933910369873
13,-2.0,-0.9902871251106262,0.13903746008872986,-5.004075050354004,-11.325779914855957
14,-2.0,-0.9212636947631836,0.38893863558769226,-5.1997971534729,-11.52070140838623
15,-2.0,-0.7900634407997131,0.6130251288414001,-5.208093166351318,-10.226975440979004
16,-2.0,-0.6119281649589539,0.7909133434295654,-5.0483245849609375,-8.8753023147583
17,-2.0,-0.4084353446960449,0.9127872586250305,-4.755139350891113,-7.522303104400635
18,-2.0,-0.20083655416965485,0.9796247482299805,-4.370548725128174,-6.231348991394043
19,-2.0,-0.005420260597020388,0.9999853372573853,-3.9358303546905518,-5.057727813720703
20,-2.0,0.16807028651237488,0.9857749938964844,-3.4858412742614746,-4.037534713745117
21,-2.0,0.3157028555870056,0.9488580822944641,-3.0465102195739746,-3.1845014095306396
22,-2.0,0.43761152029037476,0.8991641402244568,-2.63486647605896,-2.4936201572418213
23,-2.0,0.5362308621406555,0.8440713882446289,-2.260493516921997,-1.9478535652160645
24,-2.0,0.6149616241455078,0.7885570526123047,-1.9274399280548096,-1.5246684551239014
25,-2.0,0.677338182926178,0.7356717586517334,-1.6360220909118652,-1.2008002996444702
26,-2.0,0.7265941500663757,0.687066912651062,-1.3842682838439941,-0.9550201892852783
27,-2.0,0.7654885053634644,0.6434495449066162,-1.1689680814743042,-0.7693420648574829
28,-2.0,0.7962791919708252,0.6049293279647827,-0.986380934715271,-0.6292442083358765
29,-2.0,0.8207676410675049,0.5712622404098511,-0.8326839804649353,-0.5233750343322754
30,-2.0,0.8403698801994324,0.5420132875442505,-0.7042372822761536,-0.44305241107940674
31,-2.0,0.8561910390853882,0.5166593790054321,-0.5977272987365723,-0.3817303776741028
32,-2.0,0.869091808795929,0.49465081095695496,-0.5102327466011047,-0.3345166742801666
33,-2.0,0.8797450065612793,0.47544586658477783,-0.4392446279525757,-0.2977706789970398
34,-2.0,0.888680100440979,0.45852771401405334,-0.38266023993492126,-0.26878488063812256
35,-2.0,0.8963189125061035,0.4434099793434143,-0.3387644588947296,-0.2455405592918396
36,-2.0,0.9030023813247681,0.42963558435440063,-0.30620697140693665,-0.22652406990528107
37,-2.0,0.9090115427970886,0.41677096486091614,-0.28398028016090393,-0.21059148013591766
38,-2.0,0.9145832657814026,0.4043976068496704,-0.2714020311832428,-0.19687004387378693
39,-2.0,0.9199219942092896,0.3921014666557312,-0.26810383796691895,-0.18468831479549408
40,-2.0,0.925207793712616,0.3794608414173126,-0.2740277349948883,-0.17352837324142456
41,-2.0,0.9306021332740784,0.36603233218193054,-0.2894321084022522,-0.16299626231193542
42,-2.0,0.936249852180481,0.35133489966392517,-0.31490784883499146,-0.15280857682228088
43,-2.0,0.9422780871391296,0.33483126759529114,-0.35140666365623474,-0.14279517531394958
44,-2.0,0.9487903118133545,0.3159065842628479,-0.40028321743011475,-0.13292048871517181
45,-1.9936524629592896,0.9558398723602295,0.29388800263404846,-0.4624011516571045,-0.12330299615859985
46,-1.7158061265945435,0.962878942489624,0.26993367075920105,-0.49935606122016907,-0.11330355703830719
47,-1.7838889360427856,0.9701131582260132,0.2426530420780182,-0.5644891262054443,-0.10282399505376816
48,-1.4116712808609009,0.9768937230110168,0.21372568607330322,-0.5942500829696655,-0.09393147379159927
49,-1.2268983125686646,0.983030378818512,0.18344290554523468,-0.6179905533790588,-0.08321022987365723
50,-1.1669354438781738,0.9885132908821106,0.15113388001918793,-0.6554486751556396,-0.07358866930007935
51,-0.5936049818992615,0.9927896857261658,0.11986933648586273,-0.6311390399932861,-0.0663311704993248
52,0.28917455673217773,0.9954656958580017,0.09512119740247726,-0.497860848903656,-0.054355278611183167
53,-0.28558796644210815,0.9974237084388733,0.07173565775156021,-0.4693581461906433,-0.03394356742501259
54,0.0632055401802063,0.9986745119094849,0.051470790058374405,-0.4060755670070648,-0.027188556268811226
55,0.12010723352432251,0.9994213581085205,0.03401416540145874,-0.3494563698768616,-0.019155746325850487
56,-0.06860771030187607,0.9998502135276794,0.017308015376329422,-0.33423691987991333,-0.013374092988669872
57,-0.034492120146751404,0.9999995231628418,0.0009873941307887435,-0.32642972469329834,-0.011472218669950962
58,0.23495377600193024,0.9999083876609802,-0.013534498400986195,-0.29044610261917114,-0.010711814276874065
59,0.03250265121459961,0.9995989799499512,-0.028317205607891083,-0.2957215905189514,-0.008620144799351692
60,0.5277007222175598,0.9991916418075562,-0.040200375020504,-0.2378043830394745,-0.009825672022998333
61,-0.003996729850769043,0.9985617995262146,-0.05361320078372955,-0.2685541808605194,-0.007272049784660339
62,0.6219433546066284,0.9979262351989746,-0.06436801701784134,-0.21547256410121918,-0.010476081632077694
63,0.5993657112121582,0.99732905626297,-0.07303963601589203,-0.17384372651576996,-0.00915105827152729
64,0.9040957689285278,0.9969785809516907,-0.07767686247825623,-0.0930090844631195,-0.009183854795992374
65,0.37832367420196533,0.9966003894805908,-0.08238760381937027,-0.09451817721128464,-0.007054066751152277
66,0.7318962216377258,0.9964060187339783,-0.08470569550991058,-0.046524450182914734,-0.008232171647250652
67,0.9266365766525269,0.9965275526046753,-0.08326371759176254,0.028941765427589417,-0.008267388679087162
68,0.23914650082588196,0.9965373873710632,-0.08314583450555801,0.0023659509606659412,-0.00708988169208169
69,1.0725629329681396,0.9969441294670105,-0.07811771333217621,0.10089101642370224,-0.00808017048984766
70,1.208369255065918,0.9977550506591797,-0.06696931272745132,0.22355812788009644,-0.008592886850237846
71,0.053779229521751404,0.9983214139938354,-0.05791714787483215,0.18139801919460297,-0.009492325596511364
72,0.07066459953784943,0.9987240433692932,-0.050500091165304184,0.14855985343456268,-0.006653670687228441
73,-0.0010550441220402718,0.9989879131317139,-0.04498007521033287,0.11052652448415756,-0.0047594341449439526
74,0.18015648424625397,0.9992079138755798,-0.03979399800300598,0.10381493717432022,-0.003278640564531088
75,-0.13529779016971588,0.999311089515686,-0.037112247198820114,0.05367477238178253,-0.0026804585941135883
76,0.008529040962457657,0.9993605017662048,-0.0357571505010128,0.027119942009449005,-0.0016661224653944373
77,-0.6187138557434082,0.9991844296455383,-0.04037904366850853,-0.09250500053167343,-0.0017354750307276845
78,0.2533866763114929,0.9990043044090271,-0.0446142740547657,-0.08478128165006638,-0.0025512762367725372
79,0.5954955816268921,0.9989387392997742,-0.046058669686317444,-0.028917647898197174,-0.0030651569832116365
80,0.06410829722881317,0.9988111257553101,-0.04874791204929352,-0.05384540557861328,-0.00221063569188118
81,0.5574016571044922,0.9987944960594177,-0.04908730834722519,-0.0067960903979837894,-0.00297887297347188
82,0.2818790078163147,0.9987912178039551,-0.04915371537208557,-0.0013297217665240169,-0.0024955763947218657
83,0.6448953151702881,0.998930811882019,-0.04623008146882057,0.058539289981126785,-0.002834102837368846
84,-0.20279231667518616,0.9989156126976013,-0.046557337045669556,-0.006552121136337519,-0.0025225544814020395
85,0.3000066578388214,0.9989238381385803,-0.04638098180294037,0.0035308750811964273,-0.0022634505294263363
86,0.18985649943351746,0.9989174008369446,-0.046519652009010315,-0.002776387380436063,-0.0021900320425629616
87,-0.23547691106796265,0.9987409710884094,-0.05016476660966873,-0.07298766076564789,-0.002221861155703664
88,0.2916715145111084,0.9985677003860474,-0.05350329726934433,-0.06686051189899445,-0.0031364099122583866
89,0.11297090351581573,0.9983167052268982,-0.0579984076321125,-0.0900423526763916,-0.003325133817270398
90,0.3537789285182953,0.9980752468109131,-0.0620148703455925,-0.08047431707382202,-0.004303515888750553
91,0.6189027428627014,0.9979678988456726,-0.0637189969420433,-0.03415006026625633,-0.004881436936557293
92,0.9915578365325928,0.9981751441955566,-0.06038571521639824,0.06679436564445496,-0.00516542699187994
93,0.5421524047851562,0.9984723925590515,-0.05525292456150055,0.10282794386148453,-0.004390953574329615
94,0.2925788164138794,0.9987493753433228,-0.049996472895145416,0.10527507215738297,-0.00419895863160491
95,-0.42229098081588745,0.998760461807251,-0.04977504536509514,0.004434071481227875,-0.0037883464246988297
96,0.3257884085178375,0.9987998604774475,-0.04897746443748474,0.015971049666404724,-0.002587707946076989
97,0.24392709136009216,0.9988383054733276,-0.048187050968408585,0.015827015042304993,-0.0024857204407453537
